,Unnamed: 0,date,speakers,title,subtitle,mean,std,pos_mean,pos_std,neu_mean,neu_std,neg_mean,neg_std,pos_np,neu_np,neg_np
790,817,2014-03-25,Mario Draghi,A consistent strategy for a sustained recovery,"Lecture by Mario Draghi, President of the ECB, at Sciences Po, Paris, 25 March 2014",-0.0155837705706135,0.5106755378534921,0.2473652420597056,0.2525494528179027,0.4896857365334438,0.300244183398496,0.2629490126303191,0.3341957653989333,"[0.12872347 0.13815913 0.06269983 0.25074226 0.08041079 0.02828301
 0.02409334 0.29505649 0.02079518 0.271512   0.11306218 0.03836418
 0.0577663  0.07693606 0.5188154  0.0355937  0.03415301 0.12465499
 0.48510003 0.06277349 0.51717418 0.18091168 0.08398653 0.06352089
 0.41027379 0.1833473  0.66990703 0.06371937 0.04546257 0.01415862
 0.81525725 0.33392766 0.15899912 0.11289835 0.59090286 0.78906024
 0.08773731 0.30447865 0.41685259 0.50539225 0.23652689 0.11047655
 0.11063483 0.01757922 0.01040069 0.08256871 0.84917694 0.91692364
 0.72908902 0.1615407  0.00951171 0.28490028 0.01557569 0.68749648
 0.65109998 0.16508801 0.20391873 0.04927979 0.10709831]","[0.83600193 0.83059144 0.85314798 0.71949983 0.43084922 0.43167263
 0.03242434 0.53916329 0.10809816 0.71509963 0.86215121 0.50242805
 0.45412475 0.68312287 0.469356   0.14602016 0.06295753 0.84098768
 0.49835521 0.90654194 0.19459315 0.7565937  0.89686269 0.91783994
 0.58033413 0.80447078 0.3126148  0.45177138 0.84622079 0.08174656
 0.11483654 0.64347857 0.83102995 0.86734879 0.38655508 0.08091415
 0.77612549 0.56725353 0.38520938 0.4815957  0.75300884 0.81706667
 0.1893605  0.03931686 0.03940986 0.12816796 0.13532695 0.06468518
 0.25633913 0.65313977 0.02977698 0.6773448  0.02885357 0.28649172
 0.33698583 0.20695971 0.68842846 0.84677154 0.81403518]","[0.03527458 0.03124941 0.08415222 0.02975792 0.48874    0.54004437
 0.94348222 0.16578022 0.87110662 0.01338835 0.0247866  0.45920783
 0.48810887 0.23994111 0.01182855 0.8183862  0.90288949 0.0343573
 0.01654478 0.03068453 0.28823262 0.0624946  0.01915073 0.01863916
 0.00939206 0.0121819  0.01747814 0.4845092  0.10831662 0.90409487
 0.06990623 0.0225938  0.00997094 0.01975288 0.02254217 0.13002563
 0.13613719 0.12826777 0.1979381  0.01301205 0.01046428 0.07245671
 0.70000464 0.94310385 0.95018947 0.78926325 0.01549602 0.01839115
 0.01457189 0.18531951 0.96071124 0.03775487 0.95557076 0.02601175
 0.01191421 0.62795222 0.10765282 0.10394874 0.07886655]"
791,818,2014-03-24,Yves Mersch,Efficient retail payments: key in strengthening the competitiveness and growth potential of the EU,"Speech by Yves Mersch, Member of the Executive Board of the ECB at the ECB/Banca d'Italia Workshop on Interchange Fees, Rome 24 March 2014",0.3265670699377854,0.2614178611510284,0.3483954366917411,0.2496216780104795,0.6297761977960666,0.2398219909599947,0.0218283667539556,0.0248185229770477,"[0.79871923 0.15563287 0.06579562 0.08363348 0.46920043 0.73399752
 0.69807023 0.11900645 0.26015717 0.06889915 0.28820875 0.54799438
 0.16745165 0.26970074 0.2542204  0.18161808 0.74564958 0.33876613
 0.5346877  0.75531006 0.06627756 0.17020968 0.08559978 0.50268388]","[0.19235496 0.82952237 0.91176796 0.7936253  0.51723164 0.24152724
 0.28823242 0.86706501 0.72922617 0.87033021 0.69918984 0.44321612
 0.82007349 0.7181313  0.73640347 0.80888796 0.24516244 0.65316135
 0.45625272 0.23653132 0.89445877 0.80774701 0.86709344 0.48743623]","[0.00892584 0.01484478 0.02243642 0.12274132 0.01356791 0.02447522
 0.01369736 0.01392852 0.01061668 0.06077063 0.01260139 0.00878947
 0.01247488 0.01216798 0.00937617 0.00949396 0.00918795 0.0080725
 0.00905956 0.00815864 0.03926372 0.02204331 0.04730673 0.00987988]"
792,819,2014-03-13,Benoît Cœuré,Monetary Policy Transmission and Bank Deleveraging,"Speech by Benoît Cœuré, Member of the Executive Board of the ECB, at “The Future of Banking Summit” organised by “The Economist”, Paris, 13 March 2014",-0.059870438457563,0.5667470648699433,0.2597859003420534,0.2870725312815859,0.4205577732545548,0.2903553946462545,0.3196563387996164,0.3469057626440476,"[0.03949826 0.24750449 0.23713262 0.05399776 0.58009326 0.05708002
 0.27598235 0.03818825 0.20775403 0.01273715 0.02100333 0.13850309
 0.01334636 0.02426267 0.01680333 0.46904397 0.31287751 0.04435308
 0.94016433 0.02630281 0.04023487 0.40661314 0.83533424 0.11588183
 0.12924203 0.87580973 0.85592806 0.18654481 0.33157372]","[0.92589593 0.7344479  0.72316158 0.34047097 0.40290198 0.57650542
 0.68518567 0.9231934  0.66195029 0.11817721 0.22688463 0.53431845
 0.0586406  0.02596048 0.02363949 0.51505935 0.29514533 0.25504842
 0.03948763 0.18542586 0.86933196 0.58141792 0.15388182 0.26636064
 0.4841612  0.02781845 0.13148709 0.79001075 0.64020503]","[0.03460579 0.0180477  0.03970573 0.60553128 0.01700473 0.36641458
 0.03883203 0.03861831 0.13029568 0.86908561 0.75211203 0.32717854
 0.92801309 0.94977689 0.95955729 0.01589669 0.39197713 0.70059854
 0.02034804 0.78827131 0.09043321 0.01196902 0.01078387 0.61775756
 0.38659677 0.0963719  0.01258482 0.02344451 0.0282212 ]"
793,820,2014-03-12,Peter Praet,Current issues and challenges for central bank communication,"Speech by Peter Praet, Member of the Executive Board of the ECB, at the conference The ECB and Its Watchers XV, Frankfurt am Main, 12 March 2014",0.106283358526321,0.3974109180891009,0.2463599746020472,0.2685618346578478,0.6135634089611015,0.3145213265556411,0.1400766160757262,0.2372848308567935,"[0.86706263 0.69826549 0.13826795 0.06800086 0.10812295 0.08555256
 0.93010288 0.06541724 0.30279481 0.03899317 0.0748258  0.06983675
 0.05651611 0.36976501 0.39042678 0.07907364 0.03838801 0.2891812
 0.08406612 0.85919267 0.04167448 0.08829753 0.08631069 0.11195772
 0.15886447 0.19709446 0.13162231 0.09689831 0.053015   0.05229094
 0.92531216 0.57265431 0.8314631  0.18640159 0.0840455  0.40173417
 0.12622485 0.3288469  0.13534096 0.76844329 0.04345999 0.161983
 0.04609628 0.26844373 0.09927883 0.23409192 0.11496617 0.04574649
 0.06522694]","[0.1224208  0.28996262 0.78477859 0.88780242 0.86109859 0.87342536
 0.05469077 0.78827697 0.64010334 0.91563028 0.89854765 0.90353096
 0.92325711 0.62139457 0.59818327 0.8884598  0.62400764 0.69272172
 0.9025898  0.12936887 0.48229817 0.89477175 0.89929062 0.87468648
 0.82095832 0.08845035 0.79144067 0.7435413  0.90885615 0.92247218
 0.02613517 0.38383549 0.15507384 0.67684335 0.89069176 0.56875557
 0.79965043 0.10605866 0.80613983 0.21764083 0.03291578 0.04909885
 0.04282679 0.71718675 0.87744814 0.51090217 0.64900786 0.86420715
 0.86317152]","[0.01051656 0.01177193 0.07695352 0.0441967  0.03077844 0.04102209
 0.01520633 0.1463058  0.05710182 0.04537657 0.0266266  0.0266323
 0.02022676 0.00884039 0.01138991 0.03246662 0.3376044  0.01809707
 0.01334414 0.0114385  0.47602734 0.01693072 0.01439869 0.01335583
 0.02017725 0.71445519 0.07693695 0.15956029 0.03812883 0.02523685
 0.04855262 0.04351017 0.013463   0.13675506 0.02526269 0.02951025
 0.07412479 0.56509447 0.05851919 0.01391588 0.92362428 0.78891808
 0.91107696 0.01436947 0.02327301 0.25500596 0.236026   0.09004632
 0.07160158]"
794,821,2014-03-07,Yves Mersch,Externe Unternehmensfinanzierung im Euroraum: Herausforderungen und Chancen,"Rede von Yves Mersch, Mitglied des Direktoriums der EZB, GEFIU Tagung, Hause der Allianz, München, 7. März 2014",0.088064709734736,0.0185411861814601,0.1131108683167081,0.0177900613678228,0.8618429664409522,0.0175991848631762,0.0250461585819721,0.0032042677962729,"[0.11392453 0.1154101  0.08518136 0.1140787  0.09652033 0.10951774
 0.1200644  0.08402928 0.13505541 0.13058054 0.09684522 0.09737846
 0.10726184 0.09219272 0.13438189 0.14404973 0.11055254 0.14325422
 0.11430378 0.12351661 0.11518113 0.10303874 0.08360586 0.13900305
 0.08940957 0.12288976 0.09488439 0.09702787 0.13130498 0.11001956
 0.13044725 0.1397161  0.10803097]","[0.86351395 0.85526311 0.88408315 0.8603121  0.88050258 0.8669827
 0.85548294 0.89284134 0.83687055 0.84154332 0.87479192 0.87754381
 0.86665511 0.88276345 0.84006929 0.83414769 0.85806251 0.83549857
 0.86212444 0.85093075 0.85957772 0.87238872 0.8951329  0.82982117
 0.88298273 0.85311931 0.87847435 0.8817181  0.84591597 0.86868805
 0.84822142 0.84205961 0.86273456]","[0.02256153 0.02932677 0.03073543 0.02560921 0.02297714 0.02349957
 0.02445271 0.02312934 0.02807404 0.02787621 0.02836287 0.02507778
 0.02608304 0.02504382 0.02554882 0.02180262 0.03138492 0.02124717
 0.02357173 0.02555262 0.02524109 0.02457252 0.02126131 0.03117582
 0.02760763 0.02399089 0.02664121 0.02125397 0.02277902 0.02129232
 0.02133135 0.01822427 0.0292345 ]"
795,822,2014-03-03,Mario Draghi,Hearing at the Committee on Economic and Monetary Affairs of the European Parliament,"Introductory statement by Mario Draghi, President of the ECB, Brussels, 3 March 2014",0.1737587213981896,0.5098454593614355,0.3775490755215287,0.2874698242591821,0.4186605859547853,0.2926250779069961,0.203790354123339,0.3002449253129969,"[0.76548201 0.63105196 0.09880773 0.07519035 0.02990038 0.12189767
 0.20987913 0.01745722 0.20139676 0.36660662 0.20655237 0.80235928
 0.46345976 0.92110437 0.7629438  0.73895764 0.38183001 0.37145334
 0.32156557 0.06308553]","[0.22091892 0.35660771 0.88686728 0.87475532 0.05941341 0.70168716
 0.12546313 0.04631713 0.7728585  0.03337453 0.76995379 0.18576665
 0.44189861 0.04183808 0.22278291 0.24675301 0.53836107 0.60438764
 0.53376359 0.70944327]","[0.0135991  0.01234037 0.01432502 0.05005429 0.91068614 0.17641523
 0.66465777 0.93622565 0.02574473 0.60001892 0.02349383 0.01187404
 0.09464159 0.03705762 0.01427331 0.01428937 0.07980891 0.02415905
 0.14467087 0.22747126]"
796,823,2014-02-27,Mario Draghi,The path to recovery and the ECB's role,"Speech by Mario Draghi, President of the ECB, at the Symposium on Financial Stability and the Role of Central Banks organised by the Deutsche Bundesbank, Frankfurt am Main, 27 February 2014",0.1161791070077854,0.5675863942329077,0.367368217306928,0.2793259965521775,0.3814426691343004,0.2690132735210168,0.2511891102991425,0.3453088739366464,"[0.95002502 0.87861788 0.55030197 0.40225488 0.35429022 0.30728084
 0.91989285 0.02148364 0.58178681 0.59355664 0.23687458 0.38041908
 0.7182647  0.239577   0.5198822  0.00963881 0.16920735 0.07000525
 0.07788956 0.1036226  0.11111135 0.43640938 0.27927276 0.49962398
 0.01583054 0.12445375]","[0.0336829  0.11016985 0.33854917 0.58682919 0.24245186 0.67838937
 0.01619843 0.02221673 0.40690589 0.39276156 0.64523107 0.30632806
 0.26014507 0.75076759 0.46744904 0.01727162 0.7912724  0.14117548
 0.68564796 0.07751267 0.29265639 0.55203044 0.70922965 0.48870525
 0.04609492 0.85783684]","[0.01629211 0.0112122  0.11114891 0.01091595 0.40325794 0.0143298
 0.06390874 0.95629966 0.01130736 0.01368171 0.11789438 0.31325287
 0.02159018 0.0096554  0.01266868 0.97308958 0.03952019 0.78881931
 0.2364625  0.8188647  0.59623224 0.0115602  0.01149754 0.01167075
 0.93807459 0.01770939]"
797,824,2014-02-26,Yves Mersch,China: Progressing towards financial market liberalisation and currency internationalisation,"Speech by Yves Mersch, Member of the Executive Board of the ECB Renminbi Forum Luxembourg, 26 February 2014",0.5087565261305177,0.5119670356903828,0.6084003985659885,0.3272430001681484,0.2919557272855724,0.2681914629943162,0.0996438724354707,0.2448070078582244,"[0.57090014 0.2654528  0.52863955 0.95277411 0.88908398 0.09605253
 0.87314755 0.69762027 0.9347077  0.9358936  0.86206234 0.08082408
 0.2680212  0.80787814 0.90900743 0.04158626 0.85957676 0.92048228
 0.82726675 0.01315962 0.66321766 0.3391816  0.31432137 0.82499176
 0.67188114 0.88392496 0.09117118 0.91238439]","[0.41482088 0.71797502 0.44285882 0.02776353 0.09766195 0.08642446
 0.10791767 0.29315075 0.05339996 0.05256162 0.12896106 0.87552261
 0.72366107 0.18450393 0.08160429 0.30943304 0.13116744 0.06551635
 0.16349308 0.06260095 0.25563267 0.65220332 0.67568564 0.16780458
 0.32024577 0.10878485 0.89714223 0.07626282]","[0.01427901 0.0165722  0.02850165 0.0194624  0.01325396 0.81752306
 0.01893478 0.00922898 0.0118924  0.01154471 0.00897656 0.04365325
 0.00831774 0.00761796 0.00938823 0.64898068 0.00925582 0.01400144
 0.00924023 0.92423934 0.08114962 0.00861505 0.00999303 0.00720356
 0.00787304 0.00729017 0.01168664 0.01135291]"
798,825,2014-02-18,Peter Praet,Reforms and growth in the euro area,"Speech by Peter Praet, Member of the Executive Board of the ECB, Panel intervention “Fixing finance”, The Economist‘s Lisbon Summit, Lisbon, 18 February 2014",0.2566232367440365,0.5717214051270187,0.4414840368770583,0.3444108231939459,0.3736551581167204,0.3112011568295622,0.1848608001330217,0.3053472575028451,"[0.32120901 0.93734407 0.18264744 0.67997199 0.51279181 0.04335373
 0.03377134 0.01047416 0.01196679 0.23217264 0.02068265 0.15877686
 0.09281974 0.15681872 0.92972869 0.3245886  0.47132874 0.94153523
 0.88988906 0.5513615  0.08223742 0.7354039  0.91157156 0.09980657
 0.19040218 0.21422312 0.34975302 0.91973877 0.02308882 0.25471833
 0.08075947 0.18262707 0.87232465 0.64340788 0.11735921 0.81551862
 0.90697861 0.70918906 0.9158842  0.95407379 0.2485836  0.36999911
 0.88293189]","[0.02945373 0.04507897 0.80413443 0.30703539 0.47340885 0.82158297
 0.35420772 0.02129211 0.04896507 0.68822521 0.07175287 0.41396633
 0.24519554 0.81911379 0.05949279 0.66545093 0.44998446 0.04150615
 0.07444379 0.43788636 0.90415817 0.25565061 0.07917913 0.88168031
 0.7927283  0.77008724 0.6303311  0.05708698 0.05135274 0.70532095
 0.90072066 0.6467905  0.10531623 0.34678227 0.20467906 0.02120926
 0.07960564 0.21131653 0.07254635 0.02930541 0.72596258 0.61658579
 0.10659853]","[0.64933717 0.01757692 0.01321815 0.01299264 0.01379933 0.13506331
 0.61202091 0.96823376 0.9390682  0.07960208 0.90756452 0.42725685
 0.66198468 0.02406757 0.01077856 0.00996046 0.07868679 0.01695866
 0.03566714 0.01075216 0.01360443 0.00894558 0.00924924 0.0185131
 0.01686948 0.01568963 0.0199158  0.02317422 0.92555839 0.03996066
 0.01851988 0.17058237 0.02235913 0.0098099  0.67796171 0.16327211
 0.01341574 0.0794944  0.01156948 0.01662078 0.02545386 0.0134151
 0.01046957]"
799,826,2014-02-13,Benoît Cœuré,Exchange of views of Benoît Cœuré with ECON on troika matters,"Introductory remarks by Benoît Cœuré, Member of the Executive Board of the ECB, Brussels, 13 February 2014",0.0140600389490524,0.4015463140475959,0.2117766806234916,0.2000539085920841,0.590506690988938,0.2951280198596183,0.1977166416744391,0.290083477464033,"[0.13319905 0.19923113 0.12559426 0.10148352 0.23002426 0.20291713
 0.14129908 0.19286233 0.01933611 0.13827762 0.18379545 0.00936336
 0.55857962 0.80981952 0.13086775]","[0.80300635 0.7705406  0.71616149 0.79346472 0.75919032 0.78582871
 0.84607035 0.37726444 0.14553384 0.81504732 0.78684908 0.04820866
 0.31337273 0.06356685 0.8334949 ]","[0.06379464 0.0302283  0.15824427 0.10505176 0.01078548 0.01125424
 0.01263058 0.42987332 0.83513004 0.04667507 0.0293555  0.94242799
 0.12804762 0.12661354 0.03563728]"
800,827,2014-02-12,Mario Draghi,Financial Integration and Banking Union,"Speech by Mario Draghi, President of the ECB, at the conference for the 20th anniversary of the establishment of the European Monetary Institute, Brussels, 12 February 2014",0.1816289680311456,0.5239446995370772,0.350728259794414,0.3206669110386738,0.4801724613178521,0.2925396462482478,0.1690992917632684,0.2778875296419867,"[0.82366711 0.36602101 0.0391767  0.3686586  0.70991588 0.36641547
 0.13811715 0.28554097 0.34849611 0.06892868 0.13148738 0.09792238
 0.94634354 0.9349739  0.02522497 0.27625865 0.04492375 0.89469975
 0.03961215 0.03966442 0.05148223 0.54869503 0.75173706 0.26970503
 0.21534376 0.83141929 0.01590933 0.12651721 0.09590078 0.38951516
 0.8545084  0.34206292 0.23449129 0.9521839  0.90069449 0.03383923
 0.18002553 0.10300138 0.06604049 0.12000932]","[0.16781169 0.60591561 0.31099039 0.62009245 0.27941737 0.62149358
 0.84734845 0.7047655  0.64281201 0.0897878  0.52545798 0.85764557
 0.03397855 0.05431362 0.06032032 0.68802178 0.37427664 0.09562229
 0.47444195 0.43510151 0.37398788 0.44059235 0.24034034 0.72237021
 0.76653403 0.16118675 0.04406592 0.82014012 0.88980931 0.59980422
 0.12909214 0.64027911 0.75672626 0.03114779 0.08338612 0.7928775
 0.8082993  0.70394802 0.91943097 0.79326504]","[0.00852124 0.02806345 0.64983284 0.01124899 0.01066674 0.01209102
 0.01453439 0.00969353 0.00869195 0.8412835  0.34305465 0.04443211
 0.01967781 0.01071257 0.91445476 0.03571954 0.58079964 0.009678
 0.48594591 0.52523404 0.57452989 0.01071262 0.00792267 0.0079248
 0.01812218 0.00739406 0.94002473 0.05334268 0.01428991 0.01068066
 0.01639954 0.01765798 0.00878247 0.01666828 0.01591937 0.17328328
 0.01167515 0.19305056 0.01452853 0.08672563]"
801,828,2014-02-07,Yves Mersch,Reviving growth in the euro area,"Speech by Yves Mersch, Member of the Executive Board of the ECB, at the Institute of International European Affairs, Dublin, 7 February 2014",-0.049243673907988,0.6522444711658258,0.3212122912942008,0.3082003996504306,0.3083317542843746,0.2946661474454717,0.3704559652021889,0.4014199882483393,"[0.85064012 0.24164319 0.10246579 0.02953348 0.10595983 0.00950223
 0.01272846 0.01021962 0.12006766 0.14399609 0.3218551  0.10694038
 0.1407987  0.16834207 0.1965398  0.91633648 0.31591508 0.04398706
 0.04131701 0.60661137 0.76283175 0.40493366 0.08021557 0.25798708
 0.56323093 0.64880943 0.77839261 0.50539315 0.08847287 0.14749415
 0.93504369 0.01227165 0.92952955]","[0.13787337 0.02397347 0.57033134 0.05174347 0.82572013 0.02253591
 0.02200348 0.01926112 0.60749471 0.0467266  0.59572446 0.86842602
 0.25410086 0.76771224 0.02288347 0.04209287 0.66379845 0.12278639
 0.04439213 0.37886676 0.22624964 0.56725639 0.86533815 0.72737968
 0.42558929 0.33746952 0.20922536 0.48062578 0.06550609 0.05665466
 0.0512143  0.01941789 0.0545739 ]","[0.01148646 0.73438334 0.32720295 0.91872311 0.06832005 0.96796185
 0.96526808 0.9705193  0.2724376  0.80927736 0.08242051 0.02463359
 0.60510045 0.06394573 0.78057677 0.04157068 0.02028654 0.8332265
 0.9142909  0.01452187 0.01091863 0.02780997 0.05444627 0.01463323
 0.01117976 0.01372097 0.012382   0.01398113 0.846021   0.79585117
 0.01374196 0.96831048 0.01589663]"
802,829,2014-02-03,Sabine Lautenschläger,Confirmation hearing for the Vice-Chair of the SSM Supervisory Board,"Introductory statement by Sabine Lautenschläger, Member of the Executive Board of the ECB, Strasbourg, 3 February 2014",0.1947969305994255,0.1551660032990308,0.2087241308763623,0.1527976974314528,0.7773486716406686,0.1505587620172342,0.0139272002769368,0.005007784418003,"[0.23998408 0.21959284 0.19025744 0.22165892 0.0243708  0.09403783
 0.18779194 0.09443332 0.11968262 0.15110883 0.46919018 0.26373717
 0.04357928 0.60271257]","[0.74026275 0.76546329 0.79249156 0.76665008 0.94827807 0.89428616
 0.80109906 0.89346707 0.87053359 0.83818901 0.52122062 0.72655565
 0.93738627 0.38699824]","[0.01975319 0.01494383 0.01725099 0.01169099 0.02735115 0.01167605
 0.011109   0.01209957 0.00978384 0.01070221 0.00958917 0.00970715
 0.01903445 0.01028922]"
803,830,2014-01-31,Benoît Cœuré,The structural aspects of euro area adjustment,"Speech by Benoît Cœuré, Member of the Executive Board of the ECB, at Ljubljana University, Ljubljana, 31 January 2014",-0.0355436170528478,0.6119143741452137,0.3148856775232536,0.320990794037959,0.3346850343925111,0.2887663994811061,0.3504292945761014,0.3547922332262437,"[0.04088354 0.08772124 0.67363065 0.92583114 0.05609314 0.04419942
 0.02390128 0.01226359 0.06048533 0.07190517 0.28393263 0.67502105
 0.31797588 0.90755492 0.54137981 0.00999932 0.05084823 0.07654873
 0.11495631 0.17108648 0.92301607 0.19024348 0.01126561 0.38704804
 0.14553596 0.08715819 0.24909684 0.83855683 0.14445925 0.88299596
 0.50553155 0.20631261 0.89105695 0.09761783]","[0.2052255  0.88299853 0.29583585 0.05174833 0.56184745 0.10089163
 0.02695006 0.0246651  0.5802955  0.88909364 0.49059436 0.18351452
 0.43436748 0.06552465 0.44690233 0.01795501 0.07649411 0.68061209
 0.74522799 0.09488313 0.02655232 0.42284569 0.02340515 0.38041696
 0.82273239 0.48846608 0.70604473 0.13865052 0.77148741 0.10412292
 0.44569457 0.03589402 0.08292428 0.07442688]","[0.75389093 0.0292802  0.03053355 0.02242054 0.38205945 0.854909
 0.94914877 0.96307129 0.35921913 0.03900123 0.22547296 0.14146441
 0.24765661 0.02692042 0.01171781 0.97204566 0.8726576  0.24283916
 0.13981572 0.73403043 0.05043169 0.38691086 0.96532929 0.23253502
 0.03173171 0.42437577 0.04485841 0.02279263 0.08405337 0.01288116
 0.04877382 0.75779337 0.02601873 0.82795531]"
804,831,2014-01-30,Benoît Cœuré,Is eurozone governance fit for purpose?,"Keynote speech by Benoît Cœuré, Member of the Executive Board of the ECB, at a dinner organised by the Centre for European Reform, London, 30 January 2014",0.2609372952093298,0.3963272928027623,0.3584734538140205,0.2565801583108515,0.5439903927752032,0.2699352001660176,0.0975361586046906,0.2216681987394232,"[0.18543977 0.05724379 0.29409301 0.12825492 0.07076978 0.14112811
 0.30667454 0.21534874 0.195143   0.89280611 0.41033259 0.54958868
 0.68739659 0.51778543 0.05385746 0.14104493 0.743595   0.58139366
 0.20189363 0.11726672 0.17268448 0.18197291 0.29972398 0.76425332
 0.68881994 0.72179872]","[0.80322468 0.92050946 0.69606256 0.69046348 0.73047143 0.81252563
 0.68292272 0.7667135  0.78579319 0.09671357 0.57951516 0.43472451
 0.30410853 0.47232893 0.0140663  0.10827123 0.23495823 0.40450031
 0.78652579 0.77941626 0.80406535 0.8079595  0.68801582 0.17823847
 0.29693037 0.26472524]","[0.01133556 0.02224683 0.00984438 0.1812816  0.19875881 0.04634628
 0.01040277 0.01793771 0.01906378 0.01048034 0.01015227 0.0156868
 0.00849486 0.00988568 0.93207616 0.75068384 0.02144683 0.01410612
 0.01158063 0.10331697 0.02325016 0.0100676  0.01226015 0.0575082
 0.01424972 0.01347608]"
805,832,2014-01-23,Benoît Cœuré,Risks in CCPs,"Speech by Benoît Cœuré, Member of the Executive Board of the ECB, at the policy panel during the conference ""Mapping and Monitoring the Financial System: Liquidity, Funding, and Plumbing"" organised by Office of Financial Research and Financial Stability Oversight Council, Washington D.C., 23 January 2014",0.0999822811120086,0.3351795017413332,0.2171129744706882,0.1692875263030637,0.665756327410539,0.2017580774052383,0.1171306933586796,0.2187865305478711,"[0.26487234 0.10714639 0.2321274  0.49833336 0.71010798 0.31366166
 0.12513563 0.17007169 0.21804416 0.34125847 0.0334374  0.04758319
 0.07236456 0.02350586 0.08128392 0.1916104  0.27592513 0.201564  ]","[0.72501606 0.87952316 0.75684685 0.49223262 0.27365163 0.6743136
 0.86013442 0.81924242 0.67365581 0.64623421 0.61130524 0.58589143
 0.72395658 0.08665676 0.88740766 0.7946561  0.71010172 0.78278762]","[0.01011161 0.01333039 0.01102576 0.009434   0.01624041 0.01202476
 0.01472993 0.01068587 0.10830002 0.01250734 0.35525742 0.36652538
 0.20367883 0.88983738 0.03130835 0.01373353 0.0139731  0.0156484 ]"
806,833,2014-01-22,Benoît Cœuré,The “fourth stage” of EMU: laying the foundations for a sustained recovery,"Speech by Benoît Cœuré, Member of the Executive Board of the ECB, at the Interparliamentary Conference on Economic Governance of the European Union, in the context of the European Parliamentary Week, Brussels, 21 January 2014",0.3060634015618186,0.2992129499504611,0.3808859872974847,0.2454674988697116,0.5442914290255622,0.2417639058771819,0.0748225857356661,0.1171955500612664,"[0.58319509 0.69574952 0.32325459 0.55386126 0.76431692 0.47900888
 0.4537701  0.30097598 0.12936591 0.0362632  0.5056923  0.253892
 0.08459059 0.15737131 0.92907357 0.4232648  0.05296525 0.18362911
 0.32659337]","[0.40553117 0.22272056 0.65352523 0.1226914  0.21683121 0.51067954
 0.51638234 0.66708487 0.85831755 0.51630205 0.48346901 0.73175257
 0.71314228 0.82388067 0.05109384 0.51464182 0.86585963 0.80346632
 0.66416508]","[0.0112738  0.08152992 0.02322017 0.32344735 0.01885192 0.01031154
 0.02984756 0.03193922 0.01231652 0.44743472 0.01083865 0.01435539
 0.20226711 0.01874802 0.01983262 0.06209334 0.08117513 0.01290454
 0.0092416 ]"
807,834,2014-01-15,Yves Mersch,Opening of the New Face of the Euro Exhibition,"Speech by Yves Mersch, Member of the Executive Board of the ECB, at the Deutsche Bundesbank, Saarbrücken, 15 January 2014",0.2672832934185862,0.2251246054727921,0.2810924276709556,0.2247194699267013,0.7050984427332878,0.2243187647222621,0.0138091342523694,0.001077115091275,[0.6210472  0.34396362 0.10555363 0.05380525],[0.36514041 0.64337873 0.88121545 0.93065917],[0.01381242 0.01265763 0.01323096 0.01553553]
808,835,2014-01-13,Yves Mersch,“Europe after the warm reboot”,"Speech by Yves Mersch, Member of the Executive Board of the ECB, Munich Seminars, Ifo Institute for Economic Research, University of Munich, 13 January 2014",-0.0297206846945401,0.581690622253803,0.2976279676788383,0.2887319635524852,0.375023386389431,0.3103506214984906,0.3273486523733784,0.3660254140613239,"[0.07361782 0.24003498 0.08277883 0.01282798 0.91887224 0.19101708
 0.04199083 0.23595893 0.81725305 0.53036356 0.02509965 0.09662496
 0.2177621  0.20352656 0.07266263 0.06752738 0.61974305 0.886738
 0.17291455 0.89151901 0.23838308 0.00880897 0.00951529 0.02774879
 0.10912015 0.22116847 0.61749589 0.14650486 0.61951119 0.50895655
 0.29167897 0.83978695 0.37200227 0.04776151 0.14646935 0.11086136]","[0.84437412 0.71538967 0.89793718 0.03014839 0.06266472 0.41717499
 0.08376117 0.75080431 0.17447689 0.0586306  0.06789699 0.85439402
 0.40260255 0.10742199 0.0215036  0.21929446 0.30787706 0.06768614
 0.03213694 0.0914701  0.13811952 0.02646395 0.06696572 0.14515869
 0.66510612 0.75395977 0.36674526 0.81817901 0.36645499 0.47732657
 0.6986351  0.14437588 0.61969739 0.85769719 0.83909035 0.30922049]","[0.08200803 0.04457536 0.01928396 0.95702362 0.01846313 0.39180794
 0.87424809 0.0132368  0.00827006 0.41100588 0.9070034  0.04898099
 0.37963539 0.68905151 0.90583378 0.71317822 0.07237981 0.04557583
 0.79494846 0.0170109  0.62349743 0.9647271  0.92351907 0.82709253
 0.22577372 0.02487176 0.01575875 0.03531607 0.01403379 0.01371684
 0.0096859  0.01583731 0.00830033 0.09454127 0.01444031 0.57991815]"
809,836,2014-01-13,Yves Mersch,Unveiling the new €10 banknote,"Speech by Yves Mersch, Member of the Executive Board of the ECB, Frankfurt am Main, 13 January 2014",0.2647285020599763,0.1856279944882244,0.2773654460906982,0.1832939818974835,0.7099975794553757,0.1810241674735161,0.0126369440307219,0.0041318825663634,[0.28076896 0.06537256 0.26296523 0.64627808 0.27396277 0.13484508],[0.70949453 0.91309953 0.72413254 0.34324881 0.71640784 0.85360223],[0.00973652 0.02152786 0.01290218 0.01047313 0.00962934 0.01155263]
